,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,c_Cloud_3vs9,c_Humidity_3vs9,Location_Humidity3pm,c_Location_Humidity3pm,c_Location_RainToday_Yes,PROB
7724,12.9,20.6,4.6,0.0,0.0,SSW,28.0,S,S,11.0,13.0,85.0,69.0,1017.5,1017.9,0.0,0.0,16.7,18.3,Yes,0.0,0.81,69.36158192090396,0.99,0.418,0.3869047619047619
7727,10.9,16.2,0.0,1.0,3.6,NNW,59.0,N,NNW,17.0,26.0,56.0,50.0,1010.9,1008.4,6.0,7.0,13.0,14.8,No,1.17,0.89,51.233695652173914,0.98,0.277,0.5620915032679739
7728,6.7,8.7,8.0,2.4,0.0,SSW,26.0,SSW,SSE,15.0,11.0,90.0,83.0,1016.4,1016.2,8.0,8.0,6.8,8.3,Yes,1.0,0.92,51.233695652173914,1.62,0.277,0.3674698795180723
7729,6.8,11.5,4.6,0.2,0.0,SSE,44.0,NNW,SSE,6.0,20.0,92.0,91.0,1019.6,1018.8,8.0,8.0,8.5,10.7,Yes,1.0,0.99,51.233695652173914,1.78,0.277,0.8900523560209425
7730,8.1,10.8,0.8,0.4,2.1,SSW,33.0,SSW,SSW,22.0,19.0,71.0,74.0,1023.7,1023.3,7.0,7.0,8.4,9.9,No,1.0,1.04,51.233695652173914,1.44,0.277,0.334841628959276
7732,5.2,11.7,0.0,0.8,2.5,NNW,48.0,NNW,ESE,11.0,9.0,86.0,84.0,1027.1,1025.2,8.0,7.0,6.8,9.8,No,0.88,0.98,51.233695652173914,1.64,0.277,0.9321739130434783
7735,4.8,15.9,0.0,1.6,4.9,NW,81.0,N,N,19.0,41.0,62.0,47.0,996.5,988.0,1.0,7.0,12.3,14.6,No,7.0,0.76,51.233695652173914,0.92,0.277,0.5620915032679739
7736,8.4,12.0,0.2,2.8,3.3,WNW,102.0,NNE,NNW,15.0,41.0,72.0,58.0,988.1,977.1,6.0,7.0,10.6,10.3,No,1.17,0.81,51.233695652173914,1.13,0.277,0.6691176470588235
7737,2.4,11.4,14.4,3.4,5.5,W,113.0,W,W,20.0,39.0,50.0,48.0,996.6,1002.2,2.0,6.0,4.7,7.4,Yes,3.0,0.96,51.233695652173914,0.94,0.277,0.5294117647058824
7738,3.1,14.7,0.6,4.2,2.6,WNW,107.0,WNW,WNW,54.0,46.0,52.0,51.0,1005.3,1005.7,7.0,7.0,10.8,13.4,No,1.0,0.98,51.233695652173914,1.0,0.277,0.5620915032679739
7739,10.7,14.9,2.4,1.6,3.3,NW,78.0,NNW,NW,22.0,13.0,59.0,52.0,1019.4,1020.2,6.0,7.0,13.7,13.5,Yes,1.17,0.88,51.233695652173914,1.01,0.277,0.6853146853146853
7742,8.6,14.8,0.0,2.8,1.4,NW,104.0,NW,NW,54.0,30.0,46.0,72.0,1004.6,1003.8,7.0,7.0,14.4,13.5,No,1.0,1.57,51.233695652173914,1.41,0.277,0.6176470588235294
7743,9.8,15.6,3.2,2.0,6.5,WNW,87.0,N,NW,24.0,22.0,50.0,44.0,1011.1,1012.6,2.0,3.0,12.8,14.1,Yes,1.5,0.88,51.233695652173914,0.86,0.277,0.3741496598639456
7745,4.5,14.1,0.0,2.0,6.6,NNW,46.0,NW,NNW,13.0,19.0,70.0,48.0,1015.0,1008.2,1.0,6.0,8.1,13.0,No,6.0,0.69,51.233695652173914,0.94,0.277,0.3586206896551724
7746,8.0,15.9,10.6,3.0,6.1,NW,74.0,NNW,NW,26.0,28.0,66.0,68.0,983.9,978.2,1.0,6.0,13.6,11.3,Yes,6.0,1.03,51.233695652173914,1.33,0.277,0.7596899224806202
7747,3.7,7.7,7.6,3.8,3.8,WSW,65.0,WSW,SW,15.0,28.0,67.0,66.0,987.2,993.3,7.0,7.0,4.7,4.8,Yes,1.0,0.99,51.233695652173914,1.29,0.277,0.7596899224806202
7748,1.7,9.6,6.0,0.6,7.4,NNW,43.0,N,NW,9.0,17.0,73.0,57.0,1005.1,1002.7,7.0,7.0,4.7,8.8,Yes,1.0,0.78,51.233695652173914,1.11,0.277,0.23722627737226276
7749,2.8,12.1,0.0,1.0,5.8,NW,69.0,NNW,NNW,20.0,15.0,84.0,56.0,998.4,994.2,5.0,6.0,3.8,11.4,No,1.2,0.67,51.233695652173914,1.09,0.277,0.6691176470588235
7750,3.6,10.3,10.8,2.8,5.6,NW,72.0,NW,NW,26.0,22.0,72.0,54.0,996.8,998.5,3.0,7.0,5.1,8.8,Yes,2.33,0.75,51.233695652173914,1.05,0.277,0.6853146853146853
7751,4.3,13.9,3.0,2.4,4.0,NW,83.0,NNW,NW,22.0,24.0,55.0,46.0,1003.5,1001.7,1.0,7.0,6.9,9.8,Yes,7.0,0.84,51.233695652173914,0.9,0.277,0.5294117647058824
7752,6.4,15.9,2.6,2.6,8.4,0,0.0,W,NNW,39.0,13.0,47.0,41.0,1005.9,1007.6,3.0,4.0,13.5,15.0,Yes,1.33,0.87,51.233695652173914,0.8,0.277,0.23722627737226276
7753,9.7,14.5,0.4,2.2,3.8,SW,85.0,N,W,13.0,39.0,60.0,58.0,1006.3,1005.1,4.0,7.0,11.3,12.1,No,1.75,0.97,51.233695652173914,1.13,0.277,0.6691176470588235
7755,4.8,14.3,1.8,2.8,8.0,WNW,46.0,NNW,NW,17.0,20.0,61.0,42.0,1006.8,1008.5,6.0,1.0,10.4,13.6,Yes,0.17,0.69,51.233695652173914,0.82,0.277,0.23722627737226276
7756,2.1,11.8,0.0,1.6,5.6,WSW,48.0,N,S,11.0,6.0,67.0,64.0,1008.2,1003.4,1.0,7.0,5.8,11.2,No,7.0,0.96,51.233695652173914,1.25,0.277,0.5362318840579711
7758,8.0,12.5,0.0,1.4,3.7,S,44.0,SSW,S,17.0,9.0,68.0,70.0,1024.5,1026.4,7.0,3.0,9.3,10.3,No,0.43,1.03,51.233695652173914,1.37,0.277,0.2396694214876033
7764,5.6,16.3,0.0,1.6,5.9,N,76.0,N,N,9.0,44.0,75.0,35.0,1012.4,1003.0,6.0,7.0,9.2,16.1,No,1.17,0.47,51.233695652173914,0.68,0.277,0.5620915032679739
7765,8.9,14.4,1.4,3.6,8.8,NW,67.0,NNW,NW,31.0,41.0,57.0,35.0,999.4,999.0,1.0,3.0,10.4,12.9,Yes,3.0,0.61,51.233695652173914,0.68,0.277,0.5294117647058824
7766,5.8,12.2,0.2,2.8,5.7,SW,54.0,NNW,NNW,26.0,6.0,71.0,53.0,1005.0,1008.9,7.0,5.0,6.7,11.4,No,0.71,0.75,51.233695652173914,1.03,0.277,0.5362318840579711
7767,6.1,16.9,0.2,2.4,5.2,NW,65.0,N,NNW,30.0,31.0,61.0,39.0,1010.2,1005.4,7.0,7.0,10.5,16.0,No,1.0,0.64,51.233695652173914,0.76,0.277,0.5620915032679739
7768,8.5,15.1,0.0,2.8,7.4,W,87.0,NE,NNW,9.0,24.0,68.0,61.0,1009.5,1005.1,7.0,7.0,10.1,13.8,No,1.0,0.9,51.233695652173914,1.19,0.277,0.6691176470588235
7772,8.7,11.8,2.2,1.6,4.7,S,50.0,S,S,11.0,22.0,77.0,64.0,1019.1,1021.2,7.0,6.0,10.1,10.2,Yes,0.86,0.83,51.233695652173914,1.25,0.277,0.6853146853146853
7774,4.4,18.0,0.2,3.2,4.3,N,63.0,NNW,N,28.0,28.0,45.0,60.0,1003.9,998.5,7.0,7.0,16.5,15.5,No,1.0,1.33,51.233695652173914,1.17,0.277,0.6691176470588235
7775,6.4,11.8,0.8,3.6,0.3,NNW,54.0,NNW,NNW,13.0,22.0,66.0,55.0,1000.6,999.7,7.0,7.0,8.0,11.2,No,1.0,0.83,51.233695652173914,1.07,0.277,0.5362318840579711
7780,3.2,14.1,0.0,0.4,5.5,S,37.0,NNW,SE,17.0,17.0,68.0,74.0,1011.4,1011.7,5.0,7.0,6.6,9.6,No,1.4,1.09,51.233695652173914,1.44,0.277,0.437125748502994
7782,9.2,14.9,0.0,3.6,3.8,NNW,69.0,N,NW,24.0,31.0,54.0,45.0,1010.6,1007.0,6.0,7.0,12.1,13.8,No,1.17,0.83,51.233695652173914,0.88,0.277,0.5620915032679739
7783,5.2,12.3,2.0,3.6,8.4,SW,56.0,SW,NNW,24.0,7.0,43.0,38.0,1015.9,1016.4,5.0,5.0,8.6,11.7,Yes,1.0,0.88,51.233695652173914,0.74,0.277,0.5294117647058824
7785,3.7,15.9,0.0,1.8,5.4,NW,33.0,NNW,SE,20.0,9.0,71.0,59.0,1023.2,1018.6,7.0,7.0,7.9,13.8,No,1.0,0.83,51.233695652173914,1.15,0.277,0.22767857142857142
7789,5.5,14.1,0.0,1.8,1.6,N,33.0,NNW,NE,9.0,9.0,81.0,73.0,1005.6,1002.8,7.0,7.0,8.5,12.8,No,1.0,0.9,51.233695652173914,1.42,0.277,0.437125748502994
7795,13.3,19.8,0.2,4.6,2.1,N,35.0,NNW,NNE,9.0,11.0,78.0,56.0,1012.7,1008.0,7.0,7.0,14.7,19.3,No,1.0,0.72,51.233695652173914,1.09,0.277,0.31519274376417233
7796,10.8,15.7,4.2,2.6,4.4,S,35.0,S,ESE,20.0,15.0,86.0,67.0,1010.3,1010.5,7.0,4.0,11.6,13.1,Yes,0.57,0.78,51.233695652173914,1.31,0.277,0.3869047619047619
7797,7.8,17.2,0.2,3.8,1.5,SW,43.0,N,E,17.0,13.0,59.0,67.0,1010.4,1010.7,6.0,7.0,11.9,13.2,No,1.17,1.14,51.233695652173914,1.31,0.277,0.31519274376417233
7798,3.6,11.6,0.0,1.4,6.9,S,31.0,NNW,SW,15.0,19.0,56.0,57.0,1019.6,1020.3,1.0,7.0,9.1,10.1,No,7.0,1.02,51.233695652173914,1.11,0.277,0.22767857142857142
7800,4.6,13.9,0.0,2.6,6.0,E,35.0,SE,E,4.0,19.0,66.0,66.0,1016.9,1011.7,3.0,7.0,10.7,12.9,No,2.33,1.0,51.233695652173914,1.29,0.277,0.22767857142857142
7801,9.5,12.8,22.2,0.4,0.0,SSW,61.0,SSW,S,30.0,17.0,93.0,83.0,1002.8,1003.6,8.0,8.0,9.5,10.1,Yes,1.0,0.89,51.233695652173914,1.62,0.277,0.8387096774193549
7802,6.3,16.1,12.6,2.6,8.4,NNW,39.0,NW,WNW,17.0,19.0,48.0,42.0,1011.9,1010.3,3.0,5.0,12.6,15.9,Yes,1.67,0.88,51.233695652173914,0.82,0.277,0.23722627737226276
7804,9.8,12.9,2.6,3.2,0.3,NNW,22.0,W,SE,4.0,2.0,99.0,100.0,1009.2,1005.7,8.0,7.0,11.0,12.3,Yes,0.88,1.01,51.233695652173914,1.95,0.277,0.8900523560209425
7805,5.7,14.9,8.0,1.2,6.1,ESE,26.0,NNW,SE,15.0,13.0,99.0,71.0,1007.5,1007.4,4.0,5.0,10.6,13.6,Yes,1.25,0.72,51.233695652173914,1.39,0.277,0.3484848484848485
7807,8.7,15.1,0.2,1.8,1.3,SE,22.0,0,ESE,0.0,9.0,73.0,62.0,1013.9,1011.5,7.0,7.0,12.2,14.6,No,1.0,0.85,51.233695652173914,1.21,0.277,0.22767857142857142
7808,7.8,15.6,0.0,3.4,6.3,SE,28.0,NNE,ESE,7.0,15.0,70.0,70.0,1015.5,1015.0,7.0,6.0,13.9,14.1,No,0.86,1.0,51.233695652173914,1.37,0.277,0.2891566265060241
7810,8.5,19.5,0.0,2.4,7.8,NE,37.0,NNW,NNW,20.0,19.0,61.0,49.0,1010.3,1005.1,6.0,7.0,14.1,18.3,No,1.17,0.8,51.233695652173914,0.96,0.277,0.2354948805460751
7812,4.9,16.8,0.0,3.2,10.0,SE,30.0,NNW,E,13.0,17.0,56.0,44.0,1010.7,1007.3,7.0,6.0,11.7,14.8,No,0.86,0.79,51.233695652173914,0.86,0.277,0.2354948805460751
7813,5.0,17.7,1.0,2.8,10.9,ESE,31.0,NNW,ESE,20.0,19.0,70.0,48.0,1008.2,1006.1,3.0,2.0,10.5,15.3,No,0.67,0.69,51.233695652173914,0.94,0.277,0.35514018691588783
7815,8.2,15.2,0.4,2.8,0.0,ENE,54.0,NNE,ENE,11.0,28.0,81.0,77.0,997.8,994.1,8.0,8.0,13.7,14.2,No,1.0,0.95,51.233695652173914,1.5,0.277,0.6176470588235294
7816,11.3,13.8,39.0,4.6,2.5,E,56.0,ESE,NNW,37.0,24.0,93.0,80.0,989.5,987.4,8.0,5.0,12.6,12.0,Yes,0.62,0.86,51.233695652173914,1.56,0.277,0.640074211502783
7818,8.9,18.4,1.0,2.0,4.0,N,48.0,NNW,NNW,19.0,11.0,55.0,47.0,1002.9,999.0,5.0,7.0,14.1,17.0,No,1.4,0.85,51.233695652173914,0.92,0.277,0.2354948805460751
7820,8.8,15.8,1.0,5.0,7.2,NW,67.0,N,WSW,22.0,24.0,48.0,51.0,984.6,987.1,3.0,7.0,12.3,12.9,No,2.33,1.06,51.233695652173914,1.0,0.277,0.5620915032679739
7821,5.7,14.9,1.8,3.8,6.8,W,104.0,NNE,WNW,19.0,26.0,65.0,84.0,998.3,990.8,7.0,7.0,9.3,10.0,Yes,1.0,1.29,51.233695652173914,1.64,0.277,0.9321739130434783
7825,7.4,18.9,0.0,4.6,0.7,NNW,106.0,NNW,NNW,30.0,43.0,47.0,44.0,1005.1,992.4,8.0,7.0,11.5,18.2,No,0.88,0.94,51.233695652173914,0.86,0.277,0.5620915032679739
7826,7.3,13.1,9.4,4.8,9.0,WNW,80.0,NW,WNW,24.0,28.0,79.0,45.0,993.6,994.2,7.0,4.0,7.7,12.7,Yes,0.57,0.57,51.233695652173914,0.88,0.277,0.5294117647058824
7827,4.6,14.3,4.0,3.2,6.9,NW,57.0,NNW,ENE,22.0,7.0,39.0,46.0,1004.7,1005.8,1.0,6.0,10.2,11.4,Yes,6.0,1.18,51.233695652173914,0.9,0.277,0.5294117647058824
7828,7.5,11.1,1.6,3.0,6.5,S,61.0,SSW,SW,11.0,24.0,66.0,58.0,1009.6,1013.6,7.0,4.0,8.7,8.3,Yes,0.57,0.88,51.233695652173914,1.13,0.277,0.6853146853146853
7831,8.2,26.1,0.0,2.4,5.1,NW,80.0,NNW,NW,33.0,37.0,44.0,22.0,1006.9,1001.0,6.0,7.0,15.2,24.9,No,1.17,0.5,51.233695652173914,0.43,0.277,0.5620915032679739
7832,14.0,17.9,0.6,6.2,0.0,NW,78.0,NW,0,17.0,0.0,78.0,91.0,994.8,993.1,8.0,8.0,15.2,13.4,No,1.0,1.17,51.233695652173914,1.78,0.277,0.9321739130434783
7836,5.3,18.0,0.4,2.2,5.9,NNW,59.0,N,NNW,19.0,28.0,55.0,34.0,1015.3,1011.1,7.0,7.0,10.1,17.3,No,1.0,0.62,51.233695652173914,0.66,0.277,0.5620915032679739
7837,10.1,15.2,1.0,3.4,0.4,NNW,76.0,NW,WNW,30.0,13.0,66.0,45.0,1000.7,1005.8,8.0,7.0,15.2,15.0,No,0.88,0.68,51.233695652173914,0.88,0.277,0.5620915032679739
7838,6.4,12.9,17.2,7.2,7.0,SSW,65.0,SSW,SSE,30.0,33.0,73.0,57.0,1017.2,1019.2,7.0,4.0,9.0,10.5,Yes,0.57,0.78,51.233695652173914,1.11,0.277,0.6853146853146853
7839,5.9,12.8,11.0,4.6,7.2,SSW,50.0,SSW,SSW,9.0,20.0,61.0,57.0,1024.7,1023.0,6.0,7.0,8.8,11.0,Yes,1.17,0.93,51.233695652173914,1.11,0.277,0.6853146853146853
7840,8.1,13.6,0.2,3.2,9.7,SW,33.0,NNE,ESE,9.0,20.0,57.0,65.0,1019.9,1016.1,3.0,5.0,12.3,12.4,No,1.67,1.14,51.233695652173914,1.27,0.277,0.2891566265060241
7846,12.4,25.8,0.0,3.0,6.8,WNW,93.0,N,NW,24.0,44.0,68.0,27.0,993.8,984.2,7.0,3.0,17.4,24.4,No,0.43,0.4,51.233695652173914,0.53,0.277,0.5620915032679739
7847,6.7,15.1,0.0,7.8,9.3,WNW,65.0,N,WNW,28.0,31.0,53.0,97.0,1000.9,1003.1,2.0,7.0,9.6,13.0,No,3.5,1.83,51.233695652173914,1.89,0.277,0.9321739130434783
7849,6.1,17.3,5.4,7.0,4.9,NW,65.0,NE,WNW,13.0,24.0,53.0,60.0,1004.5,1004.8,5.0,7.0,11.0,15.7,Yes,1.4,1.13,51.233695652173914,1.17,0.277,0.6853146853146853
7850,11.0,18.8,0.2,2.8,5.0,NW,54.0,NW,NW,26.0,22.0,56.0,48.0,1010.2,1009.4,7.0,8.0,15.5,17.2,No,1.14,0.86,51.233695652173914,0.94,0.277,0.2354948805460751
7852,7.2,14.7,7.8,7.4,6.1,WSW,76.0,ENE,WSW,9.0,26.0,50.0,52.0,994.0,996.1,6.0,6.0,11.6,12.0,Yes,1.0,1.04,51.233695652173914,1.01,0.277,0.6853146853146853
7853,8.0,17.1,0.2,3.4,5.0,WNW,50.0,0,SSE,0.0,11.0,69.0,64.0,1000.2,999.9,7.0,7.0,10.9,13.4,No,1.0,0.93,51.233695652173914,1.25,0.277,0.5362318840579711
7854,10.8,17.9,0.2,3.6,4.1,NNW,72.0,NNW,NNW,43.0,22.0,45.0,46.0,994.0,994.1,8.0,8.0,14.2,16.8,No,1.0,1.02,51.233695652173914,0.9,0.277,0.5620915032679739
7857,6.7,15.2,0.0,4.8,5.6,SE,30.0,N,SSE,7.0,19.0,53.0,60.0,1011.6,1011.4,5.0,7.0,13.7,13.6,No,1.4,1.13,51.233695652173914,1.17,0.277,0.22767857142857142
7859,11.7,15.6,4.0,3.8,1.8,ESE,43.0,NE,ENE,7.0,24.0,77.0,72.0,1006.7,1003.5,7.0,7.0,14.1,13.9,Yes,1.0,0.94,51.233695652173914,1.41,0.277,0.640074211502783
7860,10.5,11.8,12.4,4.4,0.0,S,46.0,SSE,SSE,24.0,24.0,87.0,91.0,998.8,999.1,8.0,8.0,10.5,11.0,Yes,1.0,1.05,51.233695652173914,1.78,0.277,0.8900523560209425
7861,8.8,14.7,14.4,0.8,2.9,SSW,35.0,SSW,SE,19.0,20.0,63.0,69.0,1007.6,1008.6,7.0,7.0,11.5,12.6,Yes,1.0,1.1,51.233695652173914,1.35,0.277,0.3869047619047619
7862,9.7,19.3,0.4,2.4,8.0,WSW,69.0,NNW,SW,20.0,30.0,62.0,50.0,1008.5,1008.4,7.0,6.0,14.7,17.9,No,0.86,0.81,51.233695652173914,0.98,0.277,0.5620915032679739
7863,12.4,18.2,0.2,5.6,7.2,SW,39.0,SE,SE,20.0,20.0,76.0,67.0,1019.8,1020.7,7.0,1.0,13.0,15.8,No,0.14,0.88,51.233695652173914,1.31,0.277,0.2396694214876033
7868,13.3,28.5,0.0,5.0,4.0,NNW,59.0,NW,N,24.0,13.0,74.0,51.0,1008.9,1004.7,7.0,7.0,15.8,26.3,No,1.0,0.69,51.233695652173914,1.0,0.277,0.5620915032679739
7870,9.5,13.5,15.8,5.6,0.8,SSE,43.0,S,S,20.0,26.0,82.0,69.0,1016.6,1016.5,8.0,8.0,10.6,12.5,Yes,1.0,0.84,51.233695652173914,1.35,0.277,0.3869047619047619
7871,6.1,15.2,1.2,2.4,10.4,SE,37.0,NE,SE,13.0,24.0,57.0,54.0,1015.6,1009.7,6.0,2.0,12.1,13.6,Yes,0.33,0.95,51.233695652173914,1.05,0.277,0.23722627737226276
7873,11.9,18.7,0.2,5.8,7.5,WNW,57.0,NNW,N,28.0,9.0,57.0,49.0,1009.2,1009.8,6.0,7.0,13.1,17.1,No,1.17,0.86,51.233695652173914,0.96,0.277,0.2354948805460751
7875,10.4,18.2,0.0,6.6,9.1,SE,39.0,E,ESE,11.0,19.0,51.0,59.0,1011.8,1010.3,4.0,7.0,14.8,15.2,No,1.75,1.16,51.233695652173914,1.15,0.277,0.31519274376417233
7876,8.6,17.4,0.8,5.0,5.7,SE,30.0,NE,SE,11.0,20.0,63.0,65.0,1014.5,1014.2,7.0,5.0,15.0,15.7,No,0.71,1.03,51.233695652173914,1.27,0.277,0.2891566265060241
7877,12.7,18.7,0.4,5.2,5.4,SW,33.0,SE,SSE,9.0,19.0,78.0,59.0,1012.9,1010.7,7.0,7.0,15.2,17.8,No,1.0,0.76,51.233695652173914,1.15,0.277,0.31519274376417233
7878,13.6,21.4,3.8,4.6,4.2,ENE,33.0,NW,ESE,11.0,20.0,78.0,67.0,1008.9,1004.4,7.0,7.0,16.7,20.6,Yes,1.0,0.86,51.233695652173914,1.31,0.277,0.45652173913043476
7885,11.8,24.0,1.2,5.8,6.4,NNW,83.0,WNW,NNW,6.0,35.0,83.0,39.0,993.2,981.9,8.0,1.0,13.2,23.9,Yes,0.12,0.47,51.233695652173914,0.76,0.277,0.5357142857142857
7890,14.6,30.2,0.0,8.4,5.5,NW,91.0,NNW,WNW,20.0,28.0,32.0,18.0,1002.8,996.5,8.0,7.0,19.9,30.2,No,0.88,0.56,51.233695652173914,0.35,0.277,0.5620915032679739
7894,12.9,21.0,0.0,8.2,8.1,W,85.0,NNW,W,22.0,30.0,61.0,55.0,997.1,998.6,6.0,7.0,16.6,13.1,No,1.17,0.9,51.233695652173914,1.07,0.277,0.6691176470588235
7896,7.4,24.0,0.0,7.0,5.5,NNW,63.0,NNW,NNW,26.0,24.0,53.0,27.0,1013.8,1005.6,7.0,7.0,13.3,22.3,No,1.0,0.51,51.233695652173914,0.53,0.277,0.5620915032679739
7900,12.0,25.5,0.0,6.4,10.0,ESE,39.0,N,ESE,20.0,30.0,58.0,73.0,1015.7,1014.2,6.0,7.0,19.5,17.2,No,1.17,1.26,51.233695652173914,1.42,0.277,0.437125748502994
7902,15.7,26.5,0.0,6.8,13.0,ESE,39.0,NNW,ESE,15.0,24.0,60.0,76.0,1013.9,1012.0,3.0,2.0,23.3,19.4,No,0.67,1.27,51.233695652173914,1.48,0.277,0.437125748502994
7903,17.6,23.6,0.0,7.2,5.5,SW,48.0,S,SW,11.0,24.0,59.0,48.0,1003.7,1007.2,7.0,3.0,20.8,22.8,No,0.43,0.81,51.233695652173914,0.94,0.277,0.2354948805460751
7905,14.7,18.0,7.2,5.2,0.0,NNE,26.0,ENE,SSE,2.0,6.0,94.0,92.0,1008.7,1005.7,8.0,8.0,16.2,17.4,Yes,1.0,0.98,51.233695652173914,1.8,0.277,0.8900523560209425
7906,16.0,20.0,12.6,1.4,0.9,SE,24.0,SE,SE,9.0,15.0,96.0,89.0,1006.9,1005.4,8.0,8.0,16.8,18.0,Yes,1.0,0.93,51.233695652173914,1.74,0.277,0.8609271523178808
7907,16.6,25.5,20.8,1.8,7.1,SE,41.0,S,SSW,11.0,20.0,81.0,72.0,997.2,993.4,7.0,6.0,20.0,22.9,Yes,0.86,0.89,51.233695652173914,1.41,0.277,0.640074211502783
7908,16.3,24.6,0.2,5.2,0.0,NW,43.0,WNW,ESE,15.0,9.0,66.0,49.0,999.9,1000.4,7.0,6.0,17.1,22.7,No,0.86,0.74,51.233695652173914,0.96,0.277,0.2354948805460751
7911,7.1,14.4,0.0,0.0,0.0,NNW,43.0,NNW,N,20.0,24.0,83.0,80.0,0.0,0.0,1.0,6.0,11.9,13.9,No,6.0,0.96,60.80978260869565,1.32,0.31,0.5
7912,9.3,13.4,10.2,0.0,0.0,NNW,30.0,S,SE,4.0,2.0,97.0,93.0,0.0,0.0,8.0,8.0,9.6,10.4,Yes,1.0,0.96,60.80978260869565,1.53,0.31,0.8609271523178808
7913,7.2,13.1,8.4,0.0,0.0,SSE,44.0,SSE,SSE,13.0,17.0,89.0,79.0,0.0,0.0,8.0,8.0,8.8,12.9,Yes,1.0,0.89,60.80978260869565,1.3,0.31,0.640074211502783
7914,8.8,11.7,0.0,0.0,0.0,SSE,56.0,SSE,SSE,26.0,30.0,78.0,63.0,0.0,0.0,8.0,8.0,9.2,11.3,No,1.0,0.81,60.80978260869565,1.04,0.31,0.5362318840579711
7916,6.0,13.0,0.0,0.0,0.0,SSE,19.0,SE,SSW,7.0,2.0,87.0,72.0,0.0,0.0,7.0,8.0,7.3,12.5,No,1.14,0.83,60.80978260869565,1.18,0.31,0.4563106796116505
7917,3.6,15.1,0.0,0.0,0.0,NW,13.0,0,NW,0.0,7.0,98.0,80.0,0.0,0.0,8.0,8.0,6.7,11.9,No,1.0,0.82,60.80978260869565,1.32,0.31,0.7218543046357616
7918,1.9,14.6,0.2,0.0,0.0,N,50.0,NNE,NNE,2.0,13.0,98.0,67.0,0.0,0.0,0.0,3.0,4.5,13.7,No,0.0,0.68,60.80978260869565,1.1,0.31,0.36585365853658536
7919,4.4,15.0,5.4,0.0,0.0,NNW,65.0,N,NNW,24.0,28.0,83.0,93.0,0.0,0.0,8.0,8.0,12.2,10.9,Yes,1.0,1.12,60.80978260869565,1.53,0.31,0.9321739130434783
7920,9.0,12.6,23.0,0.0,0.0,NNW,89.0,N,NNW,28.0,43.0,83.0,81.0,0.0,0.0,8.0,8.0,12.1,9.4,Yes,1.0,0.98,60.80978260869565,1.33,0.31,0.8387096774193549
7921,4.2,10.1,12.2,0.0,0.0,W,50.0,WNW,NW,13.0,19.0,67.0,57.0,0.0,0.0,0.0,0.0,5.4,9.1,Yes,0.0,0.85,60.80978260869565,0.94,0.31,0.5294117647058824
7922,5.3,14.0,0.0,0.0,0.0,NW,50.0,NNW,NNW,22.0,26.0,70.0,68.0,0.0,0.0,0.0,0.0,10.1,12.7,No,0.0,0.97,60.80978260869565,1.12,0.31,0.36585365853658536
7924,1.9,15.6,0.0,0.0,0.0,NNW,28.0,0,NNW,0.0,17.0,96.0,72.0,0.0,0.0,2.0,5.0,5.7,14.0,No,2.5,0.75,60.80978260869565,1.18,0.31,0.23243243243243245
7926,8.3,12.9,0.0,0.0,0.0,NNW,54.0,NW,NNW,28.0,22.0,86.0,94.0,0.0,0.0,8.0,8.0,12.4,11.8,No,1.0,1.09,60.80978260869565,1.55,0.31,0.9321739130434783
7927,8.3,14.5,6.2,0.0,0.0,NW,35.0,NW,NNW,11.0,17.0,75.0,63.0,0.0,0.0,0.0,0.0,10.5,13.8,Yes,0.0,0.84,60.80978260869565,1.04,0.31,0.23722627737226276
7929,2.9,13.8,0.0,0.0,0.0,NW,15.0,ENE,NNW,4.0,4.0,99.0,86.0,0.0,0.0,7.0,8.0,3.1,10.9,No,1.14,0.87,60.80978260869565,1.41,0.31,0.39520958083832336
7930,3.1,14.8,31.0,0.0,0.0,NNW,72.0,NNW,NNW,22.0,28.0,88.0,79.0,0.0,0.0,8.0,8.0,13.3,12.8,Yes,1.0,0.9,60.80978260869565,1.3,0.31,0.8387096774193549
7931,4.4,8.9,5.8,0.0,0.0,W,54.0,WSW,NW,24.0,17.0,75.0,67.0,0.0,0.0,6.0,8.0,4.5,6.8,Yes,1.33,0.89,60.80978260869565,1.1,0.31,0.6853146853146853
7933,1.5,11.7,2.8,0.0,0.0,NNW,67.0,0,NNW,0.0,20.0,98.0,75.0,0.0,0.0,8.0,8.0,5.1,11.3,Yes,1.0,0.77,60.80978260869565,1.23,0.31,0.8387096774193549
7934,4.5,10.0,6.8,0.0,0.0,NW,54.0,NNW,NNW,15.0,26.0,69.0,63.0,0.0,0.0,0.0,6.0,6.7,9.5,Yes,0.0,0.91,60.80978260869565,1.04,0.31,0.6853146853146853
7935,4.0,11.6,11.2,0.0,0.0,NW,37.0,NE,NW,6.0,20.0,76.0,56.0,0.0,0.0,0.0,0.0,7.1,10.6,Yes,0.0,0.74,60.80978260869565,0.92,0.31,0.23722627737226276
7937,8.0,15.4,0.0,0.0,0.0,W,44.0,NNW,WNW,24.0,15.0,74.0,57.0,0.0,0.0,6.0,7.0,11.4,14.2,No,1.17,0.77,60.80978260869565,0.94,0.31,0.2354948805460751
